Sector: ,SCC: ,SCC Descriptions: ,NH3 (kg) Emissions,NOX (kg) Emissions,PM25-PRI (kg) Emissions,SO2 (kg) Emissions,VOC (kg) Emissions,Deaths from NH3 to TotalPop,Deaths from NOX to TotalPop,Deaths from PM25-PRI to TotalPop,Deaths from SO2 to TotalPop,Deaths from VOC to TotalPop,Deaths from NH3 to WhiteNoLat,Deaths from NOX to WhiteNoLat,Deaths from PM25-PRI to WhiteNoLat,Deaths from SO2 to WhiteNoLat,Deaths from VOC to WhiteNoLat,Deaths from NH3 to Black,Deaths from NOX to Black,Deaths from PM25-PRI to Black,Deaths from SO2 to Black,Deaths from VOC to Black,Deaths from NH3 to Native,Deaths from NOX to Native,Deaths from PM25-PRI to Native,Deaths from SO2 to Native,Deaths from VOC to Native,Deaths from NH3 to Asian,Deaths from NOX to Asian,Deaths from PM25-PRI to Asian,Deaths from SO2 to Asian,Deaths from VOC to Asian,Deaths from NH3 to Other,Deaths from NOX to Other,Deaths from PM25-PRI to Other,Deaths from SO2 to Other,Deaths from VOC to Other,Deaths from NH3 to Latino,Deaths from NOX to Latino,Deaths from PM25-PRI to Latino,Deaths from SO2 to Latino,Deaths from VOC to Latino,Deaths from NH3 to Poverty,Deaths from NOX to Poverty,Deaths from PM25-PRI to Poverty,Deaths from SO2 to Poverty,Deaths from VOC to Poverty,Deaths from NH3 to TwoXPov,Deaths from NOX to TwoXPov,Deaths from PM25-PRI to TwoXPov,Deaths from SO2 to TwoXPov,Deaths from VOC to TwoXPov
np_oilgas,2310021602,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Production;Gas Well Venting - Recompletions""",,,,,67753.3838805,0,0,0,0,2.1633816343,0,0,0,0,1.6223536049,0,0,0,0,0.1110768913,0,0,0,0,0.0140911415,0,0,0,0,0.038752477,0,0,0,0,0.0430918303,0,0,0,0,0.3340156838,0,0,0,0,0.2819037769,0,0,0,0,1.4253468887
np_oilgas,2310021502,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Production;Fugitives: Flanges""",,,,,0,0,0,0,0,1.7335418185,0,0,0,0,1.1562533019,0,0,0,0,0.2021526173,0,0,0,0,0.0166979439,0,0,0,0,0.033594114,0,0,0,0,0.0347464177,0,0,0,0,0.2900974238,0,0,0,0,0.2866826495,0,0,0,0,1.040829825
np_oilgas,2310021102,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Production;Natural Gas Fired 2Cycle Lean Burn Compressor Engines 50 To 499 HP""",,24828.201954,1209.6949101,17.5724456055,6668.8076535,0,7.3911538113,1.4213249545,0.009390752,0.5174320209,0,4.7745152186,0.7257750604,0.0058541704,0.2349685599,0,0.6800855937,0.1456272851,0.0011829208,0.0402533561,0,0.0851909948,0.0104952105,9.24070631990033E-05,0.0031996123,0,0.1172286595,0.0307309104,0.0002180894,0.0085466073,0,0.1584985337,0.0249167429,0.0002080801,0.0073536119,0,1.5756348061,0.4837797436,0.0018350842,0.2231102726,0,1.234810486,0.2633277611,0.0015180813,0.1022550366,0,4.3539599544,0.8152186502,0.0056680078,0.2862550372
np_oilgas,2310023202,"""Industrial Processes;Oil and Gas Exploration and Production;Coal Bed Methane Natural Gas;CBM Fired 4Cycle Lean Burn Compressor Engines 50 To 499 HP""",,0,0,0,0,0,4.4243523118,0.410527696,0.0085981823,0.2201221909,0,3.1690119647,0.2626367401,0.005882982,0.1468122683,0,0.819797646,0.1071779249,0.0018532171,0.0514616392,0,0.0521630001,0.0043778887,5.51778431842078E-05,0.0032408211,0,0.0566496177,0.0064469783,0.0001532424,0.0027381948,0,0.0913991484,0.007030782,0.0001574166,0.0037615533,0,0.23533094,0.0228573831,0.0004961464,0.0121077147,0,0.7766617325,0.0748501048,0.0014397435,0.0407166079,0,2.5817533085,0.2384310205,0.005182221,0.1260514297
np_oilgas,2310022420,"""Industrial Processes;Oil and Gas Exploration and Production;Off-Shore Gas Production;Dehydrator""",,0,0,0,12.1260697395,0,0,0,0,0.0005979668,0,0,0,0,0.0002535184,0,0,0,0,0.0001165758,0,0,0,0,1.70061757648729E-06,0,0,0,0,1.99642945102622E-05,0,0,0,0,7.6878400013053E-06,0,0,0,0,0.0001985199,0,0,0,0,0.0001043718,0,0,0,0,0.0003474201
np_oilgas,2310012516,"""Industrial Processes;Oil and Gas Exploration and Production;Off-Shore Oil Production;Fugitives; Other: Oil""",,0,0,0,0,0,0,0,0,5.9458527870319E-08,0,0,0,0,2.70518826870003E-08,0,0,0,0,6.55749949289975E-09,0,0,0,0,1.8501015262909E-10,0,0,0,0,1.2899364376056E-09,0,0,0,0,8.99042386796405E-10,0,0,0,0,2.34751565331009E-08,0,0,0,0,1.02331245689623E-08,0,0,0,0,3.46586899458089E-08
np_oilgas,2310111401,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Oil Exploration;Oil Well Pneumatic Pumps""",,,,,58.865783154,0,0.006506647,0,0,11.0723965403,0,0.0053499021,0,0,7.5376754523,0,0.0004271003,0,0,1.3567936915,0,6.27599484406956E-05,0,0,0.1345823275,0,0.0001191811,0,0,0.1949624112,0,0.0001098129,0,0,0.2392505695,0,0.0004378906,0,0,1.6091320844,0,0.0008422236,0,0,1.7489924062,0,0.0042786298,0,0,6.7392941861
np_oilgas,2310023300,"""Industrial Processes;Oil and Gas Exploration and Production;Coal Bed Methane Natural Gas;Pneumatic Devices""",,,,,0,0,0,0,0,7.0914496003,0,0,0,0,4.9021260255,0,0,0,0,1.3660371482,0,0,0,0,0.0623280861,0,0,0,0,0.0996666148,0,0,0,0,0.1313535707,0,0,0,0,0.5299381595,0,0,0,0,1.1996318778,0,0,0,0,4.2309723742
np_oilgas,2310021505,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Production;Fugitives:  Valves""",,0,0,0,81423.663927,0,0,0,0,18.0819111541,0,0,0,0,13.191181025,0,0,0,0,1.9834373043,0,0,0,0,0.2344825848,0,0,0,0,0.3097240829,0,0,0,0,0.4363818629,0,0,0,0,1.9267043036,0,0,0,0,2.978126137,0,0,0,0,10.8715681422
np_oilgas,2310111100,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Oil Exploration;Mud Degassing""",,,,,0,0,0,0,0,17.3631417333,0,0,0,0,11.9628400394,0,0,0,0,1.5589862672,0,0,0,0,0.2499529665,0,0,0,0,0.2819649137,0,0,0,0,0.4239464052,0,0,0,0,2.8854511532,0,0,0,0,2.7323509977,0,0,0,0,10.4590713157
np_oilgas,2310021103,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Production;Natural Gas Fired 2Cycle Lean Burn Compressor Engines 500+ HP""",,0,0,0,0,0,0.0187629581,0.011677853,0.000072473,0.0036067436,0,0.0133619772,0.0068349411,4.31070876778199E-05,0.0022038603,0,0.0019173903,0.0017954122,1.11598019935003E-05,0.000530035,0,0.0003324867,9.80054061694775E-05,7.29890518848772E-07,2.80318740754588E-05,0,0.0003163655,0.0003222439,2.05992620413428E-06,7.69791391515803E-05,0,0.0005125679,0.0002381317,1.62723713930639E-06,6.69387500765904E-05,0,0.0023221705,0.0023891187,1.37890803851711E-05,0.0007008986,0,0.0029112264,0.0019248673,1.1881385136921E-05,0.0005930639,0,0.0113904536,0.0069507274,4.35095126770955E-05,0.0021240149
np_oilgas,2310023010,"""Industrial Processes;Oil and Gas Exploration and Production;Coal Bed Methane Natural Gas;Storage Tanks: Condensate""",,0,,0,0,0,0.0003176855,0,0,0.0597108643,0,0.0002521006,0,0,0.046028426,0,0.000027413,0,0,0.0050070817,0,7.33224325428713E-06,0,0,0.001963639,0,4.53411988219636E-06,0,0,0.0007883054,0,0.00001036,0,0,0.00210106,0,1.59455685037633E-05,0,0,0.0038223525,0,4.80954519795979E-05,0,0,0.0090905597,0,0.0001964121,0,0,0.0367991742
np_oilgas,2310023512,"""Industrial Processes;Oil and Gas Exploration and Production;Coal Bed Methane Natural Gas;Fugitives: Flanges""",,,,,0,0,0,0,0,0.133882179,0,0,0,0,0.0886852524,0,0,0,0,0.0355316489,0,0,0,0,0.0008070393,0,0,0,0,0.001685183,0,0,0,0,0.0018642575,0,0,0,0,0.0053087981,0,0,0,0,0.0252504976,0,0,0,0,0.076107815
np_oilgas,2310121700,"""Industrial Processes;Oil and Gas Exploration and Production;Off-Shore Oil Exploration;Oil Well Completion: All Processes""",,,,,0,0,0.891644296,0.1143901052,9.2558287199,6.0672013887,0,0.7234147895,0.0866457958,6.0844235117,3.9916006953,0,0.0673698437,0.0112438045,1.8059741346,0.6866492357,0,0.0090973661,0.0013799482,0.0218125152,0.0667514153,0,0.0162345938,0.0030317118,0.380694366,0.1235658291,0,0.0158914942,0.0021510832,0.1897241039,0.1124056628,0,0.0596362088,0.0099377617,0.773200102,1.0862285548,0,0.1186937006,0.0153748998,1.1682579875,0.9883228391,0,0.5804118907,0.0755337305,6.3422636933,3.6700980952
np_oilgas,2310011504,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Oil Production;Fugitives:  Pumps""",,0,0,0,0,0,0,0,0,2.1038049496,0,0,0,0,1.2347683052,0,0,0,0,0.2035364325,0,0,0,0,0.0202978414,0,0,0,0,0.0403034713,0,0,0,0,0.0429763575,0,0,0,0,0.5619225389,0,0,0,0,0.3436160163,0,0,0,0,1.2336993113
np_oilgas,2310023511,"""Industrial Processes;Oil and Gas Exploration and Production;Coal Bed Methane Natural Gas;Fugitives: Connectors""",,,,,0,0,0,0,0,0.6170111044,0,0,0,0,0.4154575857,0,0,0,0,0.1492150919,0,0,0,0,0.006832145,0,0,0,0,0.0078738597,0,0,0,0,0.0121614763,0,0,0,0,0.0254709467,0,0,0,0,0.11567936,0,0,0,0,0.3508820868
np_oilgas,2310021351,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Production;Lateral Compressors 4 Cycle Rich Burn""",,0,0,0,0,0,90.5089999766,9.7012938677,0.1369170871,0.4761075458,0,68.0349626337,6.9045726831,0.0932126536,0.3604765012,0,12.2610330105,1.4467713439,0.022149768,0.0649260076,0,0.6556216555,0.053902129,0.0005802291,0.003546662,0,1.8478718253,0.3031566544,0.0052039747,0.0088888495,0,1.7984300571,0.2027812516,0.0027928016,0.0096251909,0,5.9110808437,0.7901098127,0.0129776603,0.0286443349,0,13.554729083,1.3983702703,0.0190229779,0.0731619296,0,56.7890728594,6.2705383841,0.0903710359,0.2952907148
np_oilgas,2310000230,"""Industrial Processes;Oil and Gas Exploration and Production;All Processes;Workover Rigs""",,30862.4337,0,15.603582,824.994039,0,10.7805887471,3.1430334768,0.4138873036,0.1630135905,0,8.1811855421,2.1092351439,0.2555072738,0.1282227592,0,0.9741987885,0.3952340079,0.0578035394,0.0130710815,0,0.0198983756,0.0047716478,0.0007203125,0.0003478527,0,0.3981318157,0.1693413121,0.0263501903,0.0048950399,0,0.1854410464,0.0584333691,0.0081227859,0.0027685451,0,1.0217331812,0.4060179983,0.0653832019,0.0137083122,0,1.3001574688,0.3964402723,0.052573304,0.0197151168,0,7.3805023111,2.1630640141,0.2875713364,0.1106993997
np_oilgas,2310010100,"""Industrial Processes;Oil and Gas Production: SIC 13;Crude Petroleum; Oil well heaters""",,0,0,,0,0,39.7679716935,18.5642630805,0.0724827171,0.6182689247,0,29.2434733204,12.3707935328,0.0539754367,0.4096875478,0,6.0406998795,3.7847200552,0.0080779372,0.142319288,0,0.3650786013,0.1434765804,0.0003211826,0.0059759054,0,0.6068641771,0.3605596453,0.0018376753,0.0083750879,0,0.8319458965,0.3871540469,0.0014220747,0.0127524538,0,2.679909848,1.5175592279,0.0068484107,0.0391586424,0,6.3419198767,3.1172593844,0.0101940834,0.1101017613,0,24.2694824577,11.2640600692,0.0471892314,0.3611556447
np_oilgas,2310011502,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Oil Production;Fugitives: Flanges""",,,,,0,0,0,0,0,0.4738107603,0,0,0,0,0.3416279377,0,0,0,0,0.0452890192,0,0,0,0,0.008354746,0,0,0,0,0.0074984829,0,0,0,0,0.012689999,0,0,0,0,0.0583505759,0,0,0,0,0.074675124,0,0,0,0,0.2867301852
np_oilgas,2310010700,"""Industrial Processes;Oil and Gas Production: SIC 13;Crude Petroleum; Oil well fugitives""",,,,,67600.0696155,0,0,0,0,5.9776054902,0,0,0,0,4.4193314083,0,0,0,0,0.3198209104,0,0,0,0,0.0456588058,0,0,0,0,0.1075130406,0,0,0,0,0.1111967809,0,0,0,0,0.9740845229,0,0,0,0,0.7740418536,0,0,0,0,3.9401750751
np_oilgas,2310030300,"""Industrial Processes;Oil and Gas Exploration and Production;Natural Gas Liquids;Gas Well Water Tank Losses""",,,,,1.1793405,0,0,0,0,0.0003105138,0,0,0,0,0.000227697,0,0,0,0,1.65412246290371E-05,0,0,0,0,1.50173287481686E-06,0,0,0,0,5.17982227490784E-06,0,0,0,0,0.000005506,0,0,0,0,0.000054088,0,0,0,0,4.19033077306262E-05,0,0,0,0,0.0002019954
np_oilgas,2310012000,"""Industrial Processes;Oil and Gas Production: SIC 13;Crude Petroleum : Off-shore;Total: All Processes""",,0,0,0,0,0,0.1241992972,0.0089375817,0.0001490241,0.0023159366,0,0.0671843699,0.0039840758,7.0654418042588E-05,0.0010537336,0,0.0131112219,0.0011394048,1.59036827290489E-05,0.0002554134,0,0.0008601921,3.65785602819607E-05,7.52773410310249E-07,7.20757627760839E-06,0,0.0027300095,0.0002405311,4.2088621616138E-06,0.000050246,0,0.0022762264,0.0001416476,2.52128153828828E-06,3.50191600352062E-05,0,0.0380372768,0.0033953438,5.49830887532428E-05,0.0009143168,0,0.0199891049,0.0015602653,2.50077952170277E-05,0.0003985757,0,0.0742420209,0.0052142128,8.87198202873728E-05,0.0013499926
np_oilgas,2310021011,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Production;Condensate Tank Flaring""",,51903.68259,,,,0,0.2839785153,1.41878885987878E-06,0,0.0011357336,0,0.222129944,1.00442163871169E-06,0,0.0007993629,0,0.0182178442,1.25741737876866E-07,0,0.000066715,0,0.0015456074,4.27161510778044E-08,0,4.50979423482645E-05,0,0.005442299,2.34338227669556E-08,0,1.38387245506557E-05,0,0.0055333888,2.99071708356165E-08,0,2.2494717454045E-05,0,0.0311094318,1.92568341453768E-07,0,0.0001882243,0,0.0382960908,2.13241874833796E-07,0,0.0001701277,0,0.1853089747,8.85319752280897E-07,0,0.000701038
np_oilgas,2310021251,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Production;Lateral Compressors 4 Cycle Lean Burn""",,0,0,0,0,0,16.2206532753,1.3435336404,0.0371330237,0.5663555659,0,12.674025454,0.9740457837,0.0254970394,0.4470805377,0,1.5727694621,0.1769345822,0.0058129389,0.0528785372,0,0.1766075554,0.0104942388,0.0001832953,0.0065037343,0,0.3465413928,0.0427063624,0.0014289148,0.0112579161,0,0.3917186574,0.0308636235,0.0007864512,0.013532293,0,1.0589907701,0.1084890511,0.0034243841,0.0351025482,0,2.3481206106,0.1925029596,0.005129393,0.0836585129,0,10.275917877,0.870015057,0.024571204,0.3555920218
np_oilgas,2310021303,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Production;Natural Gas Fired 4Cycle Rich Burn Compressor Engines 500+ HP""",,7121.9647047,29.9313897345,1.7559745016,190.230344205,0,0.1480073856,0.0034821677,9.1097473716341E-05,0.0012828488,0,0.1102415091,0.0024292611,6.31093252489871E-05,0.0009274648,0,0.0132178234,0.0003756253,1.19091252055165E-05,0.000109953,0,0.0032012697,6.16521025817547E-05,1.67327039503802E-06,2.32192678099444E-05,0,0.0022085373,7.12481766957069E-05,1.9164600428849E-06,2.05252026856926E-05,0,0.004540838,0.0001006461,2.76689174445262E-06,3.51036557820218E-05,0,0.0145974084,0.0004437349,9.72240111957697E-06,0.0001665829,0,0.0225262548,0.0005214777,1.44737136542262E-05,0.0001856143,0,0.0905135286,0.0021658496,5.55002206681183E-05,0.0008011467
np_oilgas,2310011500,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Oil Production;Fugitives: All Processes""",,,,,1697470.1409,0,0,0,0,0.4595771091,0,0,0,0,0.3611214701,0,0,0,0,0.0252179443,0,0,0,0,0.0070424634,0,0,0,0,0.0079503652,0,0,0,0,0.0097613276,0,0,0,0,0.0484835371,0,0,0,0,0.0596970156,0,0,0,0,0.3039645993
np_oilgas,2310012522,"""Industrial Processes;Oil and Gas Exploration and Production;Off-Shore Oil Production;Fugitives; Flanges: Oil/Water""",,0,0,0,0.0070176475,0,0,0,0,4.1535216427307E-09,0,0,0,0,1.88708683798471E-09,0,0,0,0,4.5759265889056E-10,0,0,0,0,1.29211500195595E-11,0,0,0,0,9.01373905187419E-11,0,0,0,0,6.27923268731898E-11,0,0,0,0,1.64299126581883E-09,0,0,0,0,7.14969832422164E-10,0,0,0,0,2.42081192716052E-09
np_oilgas,2310002401,"""Industrial Processes;Oil and Gas Exploration and Production;Off-Shore Oil And Gas Production;Pneumatic Pumps: Gas And Oil Wells""",,0,0,0,1.533324087,0,0,0,0,0.000084373,0,0,0,0,3.57713991670443E-05,0,0,0,0,1.64488108736157E-05,0,0,0,0,0.00000024,0,0,0,0,0.000002817,0,0,0,0,1.0847529876692E-06,0,0,0,0,2.80111501649478E-05,0,0,0,0,1.47268425619479E-05,0,0,0,0,4.90209270998455E-05
np_oilgas,2310021605,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Production;Gas Well Venting - Compressor Shutdowns""",,,,,108263.4579,0,0,0,0,0.180938569,0,0,0,0,0.1410989375,0,0,0,0,0.0104975766,0,0,0,0,0.0017430088,0,0,0,0,0.0032686395,0,0,0,0,0.0037859386,0,0,0,0,0.0205444673,0,0,0,0,0.0238781785,0,0,0,0,0.1193601263
np_oilgas,2310022105,"""Industrial Processes;Oil and Gas Exploration and Production;Off-Shore Gas Production;Diesel Engines""",,1641.1339524,104.508619185,140.86950117,212.65142148,0,0.0061322899,0.0041678343,0.0018651079,0.0004513972,0,0.0031620779,0.0017299863,0.0008651798,0.0001921945,0,0.0009646164,0.0008241138,0.000271301,8.57721169390102E-05,0,3.3222358180788E-05,1.32118920990976E-05,7.72609832717744E-06,1.29083441413415E-06,0,0.0002024591,0.0001532,7.44987673477092E-05,1.47629470315495E-05,0,9.87266912577081E-05,5.74653422196414E-05,2.91455443259131E-05,5.86306800208546E-06,0,0.0016711874,0.001389857,0.0006172566,0.0001515137,0,0.0009648476,0.0007404323,0.000308864,7.87245439594443E-05,0,0.0037161006,0.0024176113,0.001124366,0.0002623132
np_oilgas,2310021504,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Production;Fugitives:  Pumps""",,0,0,0,0,0,0,0,0,0.3123482903,0,0,0,0,0.1720765757,0,0,0,0,0.0354216098,0,0,0,0,0.0024072831,0,0,0,0,0.007064034,0,0,0,0,0.0055664776,0,0,0,0,0.0898123098,0,0,0,0,0.0543852782,0,0,0,0,0.1830506905
np_oilgas,2310021310,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Production;Gas Well Pneumatic Pumps""",,0,0,0,3682.808226,0,0,0,0,1.2641156306,0,0,0,0,0.9387102704,0,0,0,0,0.0706801196,0,0,0,0,0.0249921317,0,0,0,0,0.0205941404,0,0,0,0,0.0243873699,0,0,0,0,0.1847515963,0,0,0,0,0.1762283363,0,0,0,0,0.810300683
np_oilgas,2310023509,"""Industrial Processes;Oil and Gas Exploration and Production;Coal Bed Methane Natural Gas;Fugitives""",,0,0,0,271166.66835,0,0,0,0,3.5905878019,0,0,0,0,2.645394624,0,0,0,0,0.1953334677,0,0,0,0,0.0171173452,0,0,0,0,0.0624572734,0,0,0,0,0.0651790514,0,0,0,0,0.6051060267,0,0,0,0,0.4732178244,0,0,0,0,2.349971546
