Sector: ,SCC: ,SCC Descriptions: ,NH3 (kg) Emissions,NOX (kg) Emissions,PM25-PRI (kg) Emissions,PM2_5 (kg) Emissions,SO2 (kg) Emissions,VOC (kg) Emissions,Deaths from NH3 to TotalPop,Deaths from NOX to TotalPop,Deaths from PM25-PRI to TotalPop,Deaths from PM2_5 to TotalPop,Deaths from SO2 to TotalPop,Deaths from VOC to TotalPop,Deaths from NH3 to WhiteNoLat,Deaths from NOX to WhiteNoLat,Deaths from PM25-PRI to WhiteNoLat,Deaths from PM2_5 to WhiteNoLat,Deaths from SO2 to WhiteNoLat,Deaths from VOC to WhiteNoLat,Deaths from NH3 to Black,Deaths from NOX to Black,Deaths from PM25-PRI to Black,Deaths from PM2_5 to Black,Deaths from SO2 to Black,Deaths from VOC to Black,Deaths from NH3 to Native,Deaths from NOX to Native,Deaths from PM25-PRI to Native,Deaths from PM2_5 to Native,Deaths from SO2 to Native,Deaths from VOC to Native,Deaths from NH3 to Asian,Deaths from NOX to Asian,Deaths from PM25-PRI to Asian,Deaths from PM2_5 to Asian,Deaths from SO2 to Asian,Deaths from VOC to Asian,Deaths from NH3 to Other,Deaths from NOX to Other,Deaths from PM25-PRI to Other,Deaths from PM2_5 to Other,Deaths from SO2 to Other,Deaths from VOC to Other,Deaths from NH3 to Latino,Deaths from NOX to Latino,Deaths from PM25-PRI to Latino,Deaths from PM2_5 to Latino,Deaths from SO2 to Latino,Deaths from VOC to Latino,Deaths from NH3 to Poverty,Deaths from NOX to Poverty,Deaths from PM25-PRI to Poverty,Deaths from PM2_5 to Poverty,Deaths from SO2 to Poverty,Deaths from VOC to Poverty,Deaths from NH3 to TwoXPov,Deaths from NOX to TwoXPov,Deaths from PM25-PRI to TwoXPov,Deaths from PM2_5 to TwoXPov,Deaths from SO2 to TwoXPov,Deaths from VOC to TwoXPov
afdust,2311030000,"""Industrial Processes;Construction: SIC 15 - 17;Road Construction;Total""",,,70890022.8867154,,,,0,0,2798.9515041946,0,0,0,0,0,1434.6741223545,0,0,0,0,0,462.3673162566,0,0,0,0,0,10.4154934786,0,0,0,0,0,174.0919927702,0,0,0,0,0,60.7320387693,0,0,0,0,0,656.6705417599,0,0,0,0,0,464.427336707,0,0,0,0,0,1741.4842646606,0,0,0
afdust,2311010000,"""Industrial Processes;Construction: SIC 15 - 17;Residential;Total""",,,11266820.0075774,,,,0,0,637.6484500066,0,0,0,0,0,254.211401022,0,0,0,0,0,52.8205724337,0,0,0,0,0,2.1381932393,0,0,0,0,0,112.8882186122,0,0,0,0,0,22.0021842286,0,0,0,0,0,193.5878802316,0,0,0,0,0,93.4286938372,0,0,0,0,0,416.3214807017,0,0,0
afdust,2801000005,"""Miscellaneous Area Sources;Agriculture Production - Crops;Agriculture - Crops;Harvesting""",,,1953226.72663535,,,,0,0,7.5655394389,0,0,0,0,0,5.6631288485,0,0,0,0,0,0.5756953035,0,0,0,0,0,0.0773618378,0,0,0,0,0,0.1672454455,0,0,0,0,0,0.1520237105,0,0,0,0,0,0.9300843073,0,0,0,0,0,1.0545097389,0,0,0,0,0,4.8494410137,0,0,0
afdust,2294000002,"""Mobile Sources;Paved Roads;All Paved Roads;Total: Sanding/Salting - Fugitives""",,,631.314577425,,,,0,0,0.0072201118,0,0,0,0,0,0.0044614949,0,0,0,0,0,0.0002352843,0,0,0,0,0,8.95614782672169E-05,0,0,0,0,0,0.000340122,0,0,0,0,0,0.0002188687,0,0,0,0,0,0.0018747803,0,0,0,0,0,0.0012599938,0,0,0,0,0,0.0042440688,0,0,0
afdust,2311000000,"""Industrial Processes;Construction: SIC 15 - 17;All Processes;Total""",,,3897.85643025,,,,0,0,0.1095986799,0,0,0,0,0,0.0642940805,0,0,0,0,0,0.0033485621,0,0,0,0,0,0.0013496041,0,0,0,0,0,0.0054080192,0,0,0,0,0,0.0035202972,0,0,0,0,0,0.0316781169,0,0,0,0,0,0.0203614301,0,0,0,0,0,0.0620906863,0,0,0
afdust,2801000003,"""Miscellaneous Area Sources;Agriculture Production - Crops;Agriculture - Crops;Tilling""",,,808012139.660771,,,,0,0,8347.8762693049,0,0,0,0,0,6054.7514243719,0,0,0,0,0,1117.9378546459,0,0,0,0,0,35.4802390682,0,0,0,0,0,242.9548032543,0,0,0,0,0,159.5065407047,0,0,0,0,0,737.2454107809,0,0,0,0,0,1200.7409197697,0,0,0,0,0,5416.4465807575,0,0,0
afdust,2311040000,"""Industrial Processes;Construction: SIC 15 - 17;Special Trade Construction;Total""",,,31499.7311625,,,,0,0,1.8836731821,0,0,0,0,0,0.987699972,0,0,0,0,0,0.09990111,0,0,0,0,0,0.0329068141,0,0,0,0,0,0.0593671151,0,0,0,0,0,0.0389285713,0,0,0,0,0,0.6648696,0,0,0,0,0,0.3647992284,0,0,0,0,0,1.0933136686,0,0,0
afdust,2296010000,"""Mobile Sources;Unpaved Roads;Industrial Unpaved Roads;Total: Fugitives""",,,101846.03121,,,,0,0,2.9469436615,0,0,0,0,0,1.6529221903,0,0,0,0,0,0.1575498614,0,0,0,0,0,0.0483964041,0,0,0,0,0,0.0918281909,0,0,0,0,0,0.0587127227,0,0,0,0,0,0.9375342927,0,0,0,0,0,0.5076336441,0,0,0,0,0,1.8156601893,0,0,0
afdust,2325030000,"""Industrial Processes;Mining and Quarrying: SIC 14;Sand and Gravel;Total""",,,665548.043362592,,,,0,0,12.396319563,0,0,0,0,0,7.5635087789,0,0,0,0,0,0.8787596914,0,0,0,0,0,0.0491199408,0,0,0,0,0,0.7489742326,0,0,0,0,0,0.3886655775,0,0,0,0,0,2.7672913569,0,0,0,0,0,1.6128994925,0,0,0,0,0,8.3775675463,0,0,0
np_oilgas,2310011100,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Oil Production;Heater Treater""",,10285009.4171378,768691.766563769,,20518.1467068457,552152.066068648,0,13.9806858808,6.7135002647,0,0.0682870864,0.2818562815,0,9.6758709059,3.9971398472,0,0.0460656017,0.167332914,0,1.315564142,0.7232654929,0,0.0085865458,0.0263126459,0,0.1912330313,0.0651673893,0,0.0007558523,0.0026694574,0,0.2384123876,0.1518067798,0,0.0015568271,0.0052705912,0,0.3405669468,0.1465167067,0,0.0016468721,0.0057446686,0,2.2190384602,1.6296040398,0,0.0096753873,0.0745260041,0,2.1900438305,1.0921045332,0,0.0106350077,0.0457390756,0,8.3984314633,4.0120223518,0,0.042010511,0.165877834
np_oilgas,2310021100,"""Industrial Processes;Oil and Gas Production: SIC 13;Natural Gas; Gas well heaters""",,35684853.379371,2691295.55049141,,18616.3925124335,1934781.20229584,0,54.4143625497,24.7943970648,0,0.0673129259,0.9515958425,0,39.8943138989,16.5602632903,0,0.0468845346,0.6392844321,0,6.7133768684,3.728039612,0,0.0084674379,0.1292445515,0,0.6416185898,0.2334688348,0,0.0002332513,0.0104627254,0,0.9072959166,0.5491365698,0,0.0027633236,0.0165038134,0,1.2520553112,0.5460344024,0,0.0013012221,0.0204017635,0,5.0057019781,3.1774543519,0,0.0076631564,0.1356985563,0,8.6560075278,4.069628031,0,0.0089807859,0.1611734464,0,33.0114970432,15.0642023659,0,0.0452366718,0.5647562386
np_oilgas,2310021602,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Production;Gas Well Venting - Recompletions""",,,,,,7373307.6571485,0,0,0,0,0,2.1633816343,0,0,0,0,0,1.6223536049,0,0,0,0,0,0.1110768913,0,0,0,0,0,0.0140911415,0,0,0,0,0,0.038752477,0,0,0,0,0,0.0430918303,0,0,0,0,0,0.3340156838,0,0,0,0,0,0.2819037769,0,0,0,0,0,1.4253468887
np_oilgas,2310021403,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Production;Nat Gas Fired 4Cycle Rich Burn Compressor Engines 500+ HP w/NSCR""",,15623821.2485344,105754.990134428,,6534.525421097,327927.864384196,0,16.1909166976,1.6652015124,0,0.0259361056,0.2633228066,0,9.8965536594,0.8675491586,0,0.0160487132,0.1210483636,0,1.5643385146,0.21658997,0,0.0037236896,0.0258477492,0,0.1772879886,0.0115439472,0,0.0002959791,0.0015412668,0,0.2808940767,0.0494189647,0,0.0006413165,0.0066248967,0,0.3344666218,0.0313669631,0,0.0006072907,0.0042108142,0,3.9373758213,0.4887325086,0,0.0046191165,0.1040497159,0,2.7889718437,0.2977673583,0,0.0042401696,0.0507913163,0,9.4474760135,0.9692490576,0,0.0155971956,0.1486595019
np_oilgas,2310021351,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Production;Lateral Compressors 4 Cycle Rich Burn""",,53399239.1102799,824615.062749562,,24389.9684730773,906172.045153714,0,90.5089999766,9.7012938677,0,0.1369170871,0.4761075458,0,68.0349626337,6.9045726831,0,0.0932126536,0.3604765012,0,12.2610330105,1.4467713439,0,0.022149768,0.0649260076,0,0.6556216555,0.053902129,0,0.0005802291,0.003546662,0,1.8478718253,0.3031566544,0,0.0052039747,0.0088888495,0,1.7984300571,0.2027812516,0,0.0027928016,0.0096251909,0,5.9110808437,0.7901098127,0,0.0129776603,0.0286443349,0,13.554729083,1.3983702703,0,0.0190229779,0.0731619296,0,56.7890728594,6.2705383841,0,0.0903710359,0.2952907148
np_oilgas,2310023513,"""Industrial Processes;Oil and Gas Exploration and Production;Coal Bed Methane Natural Gas;Fugitives: Open Ended Lines""",,,,,,357660.809753,0,0,0,0,0,0.2619933434,0,0,0,0,0,0.1751073455,0,0,0,0,0,0.0660733916,0,0,0,0,0,0.0023265204,0,0,0,0,0,0.0033217811,0,0,0,0,0,0.0044813384,0,0,0,0,0,0.0106829668,0,0,0,0,0,0.049244852,0,0,0,0,0,0.1489726332
np_oilgas,2310002421,"""Industrial Processes;Oil and Gas Exploration and Production;Off-Shore Oil And Gas Production;Cold Vents""",,0,0,,0,6549.1785827586,0,0,0,0,0,0.0040933519,0,0,0,0,0,0.0018143859,0,0,0,0,0,0.0005825867,0,0,0,0,0,1.23237966726675E-05,0,0,0,0,0,0.000106918,0,0,0,0,0,5.838793460318E-05,0,0,0,0,0,0.0015187495,0,0,0,0,0,0.0007082556,0,0,0,0,0,0.0023831117
np_oilgas,2310011504,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Oil Production;Fugitives:  Pumps""",,0,0,,0,4059301.5173507,0,0,0,0,0,2.1038049496,0,0,0,0,0,1.2347683052,0,0,0,0,0,0.2035364325,0,0,0,0,0,0.0202978414,0,0,0,0,0,0.0403034713,0,0,0,0,0,0.0429763575,0,0,0,0,0,0.5619225389,0,0,0,0,0,0.3436160163,0,0,0,0,0,1.2336993113
np_oilgas,2310010700,"""Industrial Processes;Oil and Gas Production: SIC 13;Crude Petroleum; Oil well fugitives""",,,,,,20024422.8716775,0,0,0,0,0,5.9776054902,0,0,0,0,0,4.4193314083,0,0,0,0,0,0.3198209104,0,0,0,0,0,0.0456588058,0,0,0,0,0,0.1075130406,0,0,0,0,0,0.1111967809,0,0,0,0,0,0.9740845229,0,0,0,0,0,0.7740418536,0,0,0,0,0,3.9401750751
np_oilgas,2310002000,"""Industrial Processes;Oil and Gas Production: SIC 13;All Processes : Off-shore;Total: All Processes""",,0,0,,0,141.6694296875,0,0,0,0,0,7.22475788249168E-05,0,0,0,0,0,3.28721001194734E-05,0,0,0,0,0,7.96781903283342E-06,0,0,0,0,0,2.24846353938686E-07,0,0,0,0,0,1.56746496681647E-06,0,0,0,0,0,1.09245214191582E-06,0,0,0,0,0,2.85228959908687E-05,0,0,0,0,0,1.24339028161458E-05,0,0,0,0,0,4.21141457489932E-05
np_oilgas,2310012522,"""Industrial Processes;Oil and Gas Exploration and Production;Off-Shore Oil Production;Fugitives; Flanges: Oil/Water""",,0,0,,0,0.0081641225,0,0,0,0,0,4.1535216427307E-09,0,0,0,0,0,1.88708683798471E-09,0,0,0,0,0,4.5759265889056E-10,0,0,0,0,0,1.29211500195595E-11,0,0,0,0,0,9.01373905187419E-11,0,0,0,0,0,6.27923268731898E-11,0,0,0,0,0,1.64299126581883E-09,0,0,0,0,0,7.14969832422164E-10,0,0,0,0,0,2.42081192716052E-09
np_oilgas,2310000550,"""Industrial Processes;Oil and Gas Exploration and Production;All Processes;Produced Water""",,0,0,,0,40853427.7755599,0,0,0,0,0,21.1329550973,0,0,0,0,0,12.5565468085,0,0,0,0,0,3.1879321888,0,0,0,0,0,0.1813104603,0,0,0,0,0,0.4649858457,0,0,0,0,0,0.3895531712,0,0,0,0,0,4.3526265991,0,0,0,0,0,3.4374058134,0,0,0,0,0,12.6510360008
np_oilgas,2310023251,"""Industrial Processes;Oil and Gas Exploration and Production;Coal Bed Methane Natural Gas;Lateral Compressors 4 Cycle Lean Burn""",,724199.214396171,8539.1333640751,,502.7497826958,84590.8266567855,0,1.1750650949,0.0999644469,0,0.0021685012,0.0512172722,0,0.8524855079,0.0651297029,0,0.0015032584,0.034566183,0,0.1929309399,0.0241195217,0,0.0004401219,0.0112867813,0,0.019735654,0.00134542,0,1.74660680644303E-05,0.0008877371,0,0.0153450216,0.0015887717,0,3.8458190245933E-05,0.0006458148,0,0.0304585763,0.0020561161,0,4.33961257391051E-05,0.0010995908,0,0.0641093963,0.0057249148,0,0.0001258005,0.0027311654,0,0.2056068622,0.0180998617,0,0.0003617614,0.0094662408,0,0.6851743534,0.0581668028,0,0.0013076219,0.0292891851
np_oilgas,2310022506,"""Industrial Processes;Oil and Gas Exploration and Production;Off-Shore Gas Production;Fugitives; Other: Gas""",,0,0,,0,37.1653192119,0,0,0,0,0,3.69034515966427E-05,0,0,0,0,0,1.56458528595471E-05,0,0,0,0,0,7.19445488662204E-06,0,0,0,0,0,0.000000105,0,0,0,0,0,1.23209369401416E-06,0,0,0,0,0,4.744540716683E-07,0,0,0,0,0,1.22516426376597E-05,0,0,0,0,0,6.44129246643924E-06,0,0,0,0,0,0.000021441
np_oilgas,2310122100,"""Industrial Processes;Oil and Gas Exploration and Production;Off-Shore Gas Exploration;Mud Degassing""",,0,0,,0,25.2736842201,0,0,0,0,0,2.50956044200846E-05,0,0,0,0,0,1.06397146930581E-05,0,0,0,0,0,4.89247668555823E-06,0,0,0,0,0,7.13718969132492E-08,0,0,0,0,0,8.37865577656011E-07,0,0,0,0,0,3.22644961747411E-07,0,0,0,0,0,8.33153058809255E-06,0,0,0,0,0,4.3802983483179E-06,0,0,0,0,0,1.4580604061841E-05
np_oilgas,2310012515,"""Industrial Processes;Oil and Gas Exploration and Production;Off-Shore Oil Production;Fugitives; Valves: Oil""",,0,0,,0,0.3293969956,0,0,0,0,0,0.000000168,0,0,0,0,0,7.64260886148981E-08,0,0,0,0,0,1.85246721141519E-08,0,0,0,0,0,5.2274387932614E-10,0,0,0,0,0,3.64424243431925E-09,0,0,0,0,0,2.53992739505543E-09,0,0,0,0,0,6.63181940136223E-08,0,0,0,0,0,2.89091581015845E-08,0,0,0,0,0,9.79149313575012E-08
np_oilgas,2310022105,"""Industrial Processes;Oil and Gas Exploration and Production;Off-Shore Gas Production;Diesel Engines""",,4001.4884547132,254.2615752461,,341.1744250992,479.713803453,0,0.0061322899,0.0041678343,0,0.0018651079,0.0004513972,0,0.0031620779,0.0017299863,0,0.0008651798,0.0001921945,0,0.0009646164,0.0008241138,0,0.000271301,8.57721169390102E-05,0,3.3222358180788E-05,1.32118920990976E-05,0,7.72609832717744E-06,1.29083441413415E-06,0,0.0002024591,0.0001532,0,7.44987673477092E-05,1.47629470315495E-05,0,9.87266912577081E-05,5.74653422196414E-05,0,2.91455443259131E-05,5.86306800208546E-06,0,0.0016711874,0.001389857,0,0.0006172566,0.0001515137,0,0.0009648476,0.0007404323,0,0.000308864,7.87245439594443E-05,0,0.0037161006,0.0024176113,0,0.001124366,0.0002623132
np_oilgas,2310121401,"""Industrial Processes;Oil and Gas Exploration and Production;Off-Shore Oil Exploration;Oil Well Pneumatic Pumps""",,112308.595815,,,,99445692.1864221,0,0.0982280181,0,0,0,41.6507076682,0,0.0806906817,0,0,0,28.555323471,0,0.0064684699,0,0,0,4.6731035096,0,0.0010167266,0,0,0,0.4082279636,0,0.0017801531,0,0,0,0.7949214214,0,0.0016611805,0,0,0,0.8372744539,0,0.0066108063,0,0,0,6.3818568513,0,0.0127542974,0,0,0,6.716473474,0,0.0644627961,0,0,0,25.2684866806
np_oilgas,2310021302,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Production;Natural Gas Fired 4Cycle Rich Burn Compressor Engines 50 To 499 HP""",,163969609.29187,1369774.45166622,,46911.9690847539,2544818.6754244,0,237.6449735349,12.0095910482,0,0.1829940729,1.2080201323,0,168.5338952725,8.355353056,0,0.127043561,0.7607167364,0,30.3379702357,1.8279946018,0,0.0286208887,0.1519025382,0,2.7032943756,0.1216012194,0,0.0013721835,0.0128504377,0,3.721709889,0.2419771229,0,0.0041584763,0.0181467378,0,5.2430363947,0.2698670103,0,0.0039122831,0.0234325235,0,27.1050673531,1.1927980411,0,0.0178866804,0.2409711584,0,38.9249089309,1.9570358111,0,0.0285493591,0.2146787065,0,141.7093739138,7.3159654858,0,0.1134317851,0.6991332679
np_oilgas,2310011201,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Oil Production;Tank Truck/Railcar Loading: Crude Oil""",,0,0,,0,35148089.9205832,0,0,0,0,0,12.8481856647,0,0,0,0,0,7.7876114223,0,0,0,0,0,1.2411258155,0,0,0,0,0,0.1330019077,0,0,0,0,0,0.2856408145,0,0,0,0,0,0.2546262972,0,0,0,0,0,3.1461793961,0,0,0,0,0,2.0219533548,0,0,0,0,0,7.6727970715
np_oilgas,2310023202,"""Industrial Processes;Oil and Gas Exploration and Production;Coal Bed Methane Natural Gas;CBM Fired 4Cycle Lean Burn Compressor Engines 50 To 499 HP""",,2890542.4682778,34082.80437225,,2006.6558779974,369933.666314943,0,4.4243523118,0.410527696,0,0.0085981823,0.2201221909,0,3.1690119647,0.2626367401,0,0.005882982,0.1468122683,0,0.819797646,0.1071779249,0,0.0018532171,0.0514616392,0,0.0521630001,0.0043778887,0,5.51778431842078E-05,0.0032408211,0,0.0566496177,0.0064469783,0,0.0001532424,0.0027381948,0,0.0913991484,0.007030782,0,0.0001574166,0.0037615533,0,0.23533094,0.0228573831,0,0.0004961464,0.0121077147,0,0.7766617325,0.0748501048,0,0.0014397435,0.0407166079,0,2.5817533085,0.2384310205,0,0.005182221,0.1260514297
np_oilgas,2310011450,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Oil Production;Wellhead""",,0,0,,0,110973181.740682,0,0,0,0,0,49.1599731646,0,0,0,0,0,28.4413822535,0,0,0,0,0,4.3647191149,0,0,0,0,0,0.4587988097,0,0,0,0,0,0.8946162518,0,0,0,0,0,0.9890352039,0,0,0,0,0,14.0114215018,0,0,0,0,0,7.9704878578,0,0,0,0,0,28.8358008986
np_oilgas,2310021700,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Production;Miscellaneous Engines""",,4924174.7969637,19700.4774954458,,3728.2581945,433457.35655985,0,6.1607048233,0.1751298576,0,0.0302978199,0.1247523126,0,4.784455625,0.1219370067,0,0.0201168913,0.0924914322,0,0.3822168675,0.0153657831,0,0.0046255441,0.0068392458,0,0.0309600002,0.0008520365,0,5.30803934211124E-05,0.0009611697,0,0.1058710687,0.0051986635,0,0.0015275757,0.0021615228,0,0.109932064,0.0034052142,0,0.0005859977,0.002340862,0,0.7472691872,0.0283711533,0,0.0033887308,0.0199580797,0,0.8213656786,0.0232857025,0,0.0037945689,0.0165571529,0,4.007135074,0.1165837846,0,0.0209607167,0.0814983154
np_oilgas,2310021603,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Production;Gas Well Venting - Blowdowns""",,51129.6880804023,18.1437,,2081448.98039221,65756332.0897049,0,0.0468906081,0.0002916069,0,20.4263546294,23.5111689601,0,0.0361148647,0.0002069757,0,13.2304776366,17.8008126352,0,0.0034898276,3.09902007165598E-05,0,3.0128286646,2.0975981109,0,0.0005561042,5.61944187466658E-07,0,0.0327227516,0.416789551,0,0.0007952845,1.40846070012171E-05,0,1.1369818284,0.4052645478,0,0.0009989664,5.30536483150057E-06,0,0.3853382872,0.590782767,0,0.0049355607,3.36890838087224E-05,0,2.6280054689,2.1999213621,0,0.0066992941,3.83925796482338E-05,0,2.5812789277,3.4827812128,0,0.0294393253,0.0001965379,0,14.1274099351,14.6732902947
np_oilgas,2310021202,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Production;Natural Gas Fired 4Cycle Lean Burn Compressor Engines 50 To 499 HP""",,18879364.8427962,226526.293151195,,13060.2049572151,2378732.72811506,0,31.3443408953,2.1653816991,0,0.0558265149,1.1709168201,0,23.6408683186,1.5450990658,0,0.0395152027,0.8534729788,0,4.0753162974,0.3503536441,0,0.0094303633,0.1785694692,0,0.4174058184,0.0254886798,0,0.0004179773,0.0177552541,0,0.4618413646,0.0412751058,0,0.0012176177,0.0160135607,0,0.7778805573,0.0515053198,0,0.0011973961,0.0279112303,0,1.9710285584,0.1516598846,0,0.0040479577,0.0771943275,0,5.148793826,0.3593360119,0,0.0087861852,0.2034304981,0,18.7750112632,1.3108397795,0,0.0345668754,0.687359172
